sta_code,sku_code,长(CM),宽(CM),高(CM),qty
ORDER_0058,BOX_0058_0004,33.12,16.76,59.05,1
ORDER_0058,BOX_0058_0005,20.26,24.33,41.95,1
ORDER_0058,BOX_0058_0006,25.16,37.7,42.55,1
ORDER_0058,BOX_0058_0007,37.53,40.95,19.29,1
ORDER_0058,BOX_0058_0008,40.95,37.53,26.31,1
ORDER_0058,BOX_0058_0009,24.33,38.79,14.28,1
ORDER_0058,BOX_0058_0010,24.33,38.79,27.67,1
ORDER_0058,BOX_0058_0011,22.58,45.3,42.55,1
ORDER_0058,BOX_0058_0012,54.7,42.55,22.58,1
ORDER_0058,BOX_0058_0013,100.0,39.72,21.78,1
ORDER_0058,BOX_0058_0014,44.11,37.7,24.53,1
ORDER_0058,BOX_0058_0015,44.11,37.7,18.02,1
ORDER_0058,BOX_0058_0016,20.77,39.72,30.28,1
ORDER_0058,BOX_0058_0017,20.77,39.72,69.72,1
ORDER_0058,BOX_0058_0018,13.87,37.7,42.55,1
ORDER_0058,BOX_0058_0019,16.86,37.7,42.55,1
ORDER_0058,BOX_0058_0020,33.12,59.05,8.9,1
ORDER_0058,BOX_0058_0021,33.12,59.05,16.29,1
ORDER_0059,BOX_0059_0000,33.89,19.16,49.63,1
ORDER_0059,BOX_0059_0001,66.01,12.27,33.04,1
ORDER_0059,BOX_0059_0002,38.87,17.1,46.98,1
ORDER_0059,BOX_0059_0003,19.85,17.1,100.0,1
ORDER_0059,BOX_0059_0004,50.37,18.97,13.26,1
ORDER_0059,BOX_0059_0005,32.08,19.07,36.54,1
ORDER_0059,BOX_0059_0006,24.55,19.16,66.11,1
ORDER_0059,BOX_0059_0007,18.98,64.32,100.0,1
ORDER_0059,BOX_0059_0008,67.92,10.3,66.01,1
ORDER_0059,BOX_0059_0009,37.03,67.92,8.77,1
ORDER_0059,BOX_0059_0010,28.98,23.48,8.77,1
ORDER_0059,BOX_0059_0011,28.98,44.44,8.77,1
ORDER_0059,BOX_0059_0012,20.89,61.13,17.1,1
ORDER_0059,BOX_0059_0013,35.68,18.98,61.54,1
ORDER_0059,BOX_0059_0014,18.98,38.46,35.68,1
ORDER_0059,BOX_0059_0015,67.65,33.17,17.1,1
ORDER_0059,BOX_0059_0016,50.19,37.47,13.42,1
ORDER_0059,BOX_0059_0017,13.42,49.81,37.47,1
ORDER_0059,BOX_0059_0018,21.43,65.12,13.42,1
ORDER_0059,BOX_0059_0019,9.6,59.15,33.99,1
ORDER_0059,BOX_0059_0020,41.1,39.65,13.42,1
ORDER_0059,BOX_0059_0021,13.87,19.07,29.47,1
ORDER_0059,BOX_0059_0022,19.07,18.21,29.47,1
ORDER_0059,BOX_0059_0023,66.01,12.27,21.85,1
ORDER_0059,BOX_0059_0024,66.01,12.27,45.11,1
ORDER_0059,BOX_0059_0025,50.37,14.92,7.76,1
ORDER_0059,BOX_0059_0026,50.37,14.92,11.4,1
ORDER_0059,BOX_0059_0027,31.16,29.59,19.16,1
ORDER_0059,BOX_0059_0028,16.15,19.16,31.16,1
ORDER_0059,BOX_0059_0029,20.37,31.16,19.16,1
ORDER_0059,BOX_0059_0030,31.34,40.85,18.18,1
ORDER_0059,BOX_0059_0031,31.34,15.81,40.85,1
ORDER_0059,BOX_0059_0032,18.97,5.9,34.21,1
ORDER_0059,BOX_0059_0033,5.9,18.97,16.16,1
ORDER_0059,BOX_0059_0034,21.74,11.59,18.16,1
ORDER_0059,BOX_0059_0035,40.99,11.59,21.74,1
ORDER_0059,BOX_0059_0036,33.17,11.76,32.35,1
ORDER_0059,BOX_0059_0037,33.17,5.34,32.35,1
ORDER_0059,BOX_0059_0038,9.34,61.13,26.09,1
ORDER_0059,BOX_0059_0039,7.76,26.09,61.13,1
ORDER_0059,BOX_0059_0040,21.5,13.42,34.88,1
ORDER_0059,BOX_0059_0041,13.42,34.88,41.03,1
ORDER_0059,BOX_0059_0042,26.58,25.47,13.42,1
ORDER_0059,BOX_0059_0043,14.52,25.47,13.42,1
ORDER_0059,BOX_0059_0044,66.11,16.05,19.16,1
ORDER_0059,BOX_0059_0045,66.11,19.16,28.24,1
ORDER_0059,BOX_0059_0046,11.31,59.15,22.4,1
ORDER_0059,BOX_0059_0047,10.43,59.15,22.4,1
ORDER_0060,BOX_0060_0000,26.01,100.0,56.63,1
ORDER_0060,BOX_0060_0001,100.0,25.47,100.0,1
ORDER_0060,BOX_0060_0002,36.81,56.63,63.78,1
ORDER_0060,BOX_0060_0003,37.18,100.0,39.42,1
ORDER_0060,BOX_0060_0004,17.21,66.06,37.18,1
ORDER_0060,BOX_0060_0005,17.21,33.94,37.18,1
ORDER_0060,BOX_0060_0006,40.73,17.9,100.0,1
ORDER_0060,BOX_0060_0007,56.63,11.55,36.22,1
ORDER_0060,BOX_0060_0008,25.26,36.22,56.63,1
ORDER_0060,BOX_0060_0009,51.54,17.9,59.27,1
ORDER_0060,BOX_0060_0010,48.46,17.9,59.27,1
ORDER_0061,BOX_0061_0000,39.45,31.74,50.75,1
ORDER_0061,BOX_0061_0001,49.25,39.45,12.73,1
ORDER_0061,BOX_0061_0002,60.41,100.0,13.06,1
ORDER_0061,BOX_0061_0003,100.0,60.41,13.51,1
ORDER_0061,BOX_0061_0004,9.6,39.45,67.27,1
ORDER_0061,BOX_0061_0005,25.16,33.98,37.08,1
ORDER_0061,BOX_0061_0006,28.94,39.45,7.87,1
ORDER_0061,BOX_0061_0007,38.33,39.45,7.87,1
ORDER_0061,BOX_0061_0008,49.25,18.01,20.0,1
ORDER_0061,BOX_0061_0009,24.02,21.44,20.0,1
ORDER_0061,BOX_0061_0010,32.66,14.6,41.7,1
ORDER_0061,BOX_0061_0011,14.6,41.7,18.09,1
ORDER_0061,BOX_0061_0012,68.26,50.75,14.35,1
ORDER_0061,BOX_0061_0013,25.23,8.0,21.44,1
ORDER_0061,BOX_0061_0014,12.0,21.44,25.23,1
ORDER_0061,BOX_0061_0015,10.5,34.72,50.75,1
ORDER_0061,BOX_0061_0016,10.92,16.15,61.4,1
ORDER_0061,BOX_0061_0017,61.4,23.06,21.15,1
ORDER_0061,BOX_0061_0018,61.4,28.49,23.06,1
ORDER_0061,BOX_0061_0019,33.98,38.6,12.34,1
ORDER_0061,BOX_0061_0020,33.98,38.6,10.57,1
ORDER_0061,BOX_0061_0021,14.6,22.72,17.51,1
ORDER_0061,BOX_0061_0022,14.6,9.05,22.72,1
ORDER_0061,BOX_0061_0023,37.0,33.98,50.36,1
ORDER_0061,BOX_0061_0024,10.5,20.75,50.75,1
ORDER_0061,BOX_0061_0025,50.75,12.79,10.5,1
ORDER_0061,BOX_0061_0026,38.6,33.98,23.32,1
ORDER_0061,BOX_0061_0027,38.6,16.69,33.98,1
ORDER_0061,BOX_0061_0028,10.92,16.24,61.4,1
ORDER_0061,BOX_0061_0029,10.92,17.25,61.4,1
ORDER_0061,BOX_0061_0030,39.59,26.57,59.87,1
ORDER_0061,BOX_0061_0031,39.59,24.67,26.57,1
ORDER_0061,BOX_0061_0032,26.57,39.59,15.46,1
ORDER_0061,BOX_0061_0033,24.4,50.36,11.58,1
ORDER_0061,BOX_0061_0034,50.36,22.4,24.4,1
ORDER_0061,BOX_0061_0035,26.56,12.02,14.6,1
ORDER_0061,BOX_0061_0036,14.6,26.56,16.01,1
ORDER_0061,BOX_0061_0037,67.27,31.78,22.03,1
ORDER_0061,BOX_0061_0038,67.27,31.78,17.42,1
ORDER_0061,BOX_0061_0039,37.08,17.58,13.44,1
ORDER_0061,BOX_0061_0040,37.08,16.4,13.44,1
ORDER_0062,BOX_0062_0000,53.62,39.29,30.96,1
ORDER_0062,BOX_0062_0001,46.38,39.29,30.96,1
ORDER_0062,BOX_0062_0002,14.99,39.29,47.23,1
ORDER_0062,BOX_0062_0003,39.29,47.23,14.62,1
ORDER_0062,BOX_0062_0004,47.23,24.57,39.29,1
ORDER_0062,BOX_0062_0005,100.0,13.93,100.0,1
ORDER_0062,BOX_0062_0006,15.23,47.23,14.86,1
ORDER_0062,BOX_0062_0007,24.06,47.23,14.86,1
ORDER_0062,BOX_0062_0008,23.9,67.78,36.59,1
ORDER_0062,BOX_0062_0009,36.59,32.22,23.9,1
ORDER_0062,BOX_0062_0010,37.25,39.29,52.77,1
ORDER_0062,BOX_0062_0011,31.79,39.29,23.57,1
ORDER_0062,BOX_0062_0012,31.79,39.29,29.2,1
ORDER_0062,BOX_0062_0013,22.88,40.42,60.12,1
ORDER_0062,BOX_0062_0014,22.88,59.58,60.12,1
ORDER_0062,BOX_0062_0015,10.88,63.41,100.0,1
ORDER_0062,BOX_0062_0016,100.0,20.71,22.88,1
ORDER_0062,BOX_0062_0017,100.0,19.17,22.88,1
ORDER_0062,BOX_0062_0018,13.02,35.68,100.0,1
ORDER_0062,BOX_0062_0019,13.02,100.0,27.73,1
ORDER_0063,BOX_0063_0000,53.9,34.58,33.2,1
ORDER_0063,BOX_0063_0001,27.6,13.11,100.0,1
ORDER_0063,BOX_0063_0002,27.6,10.81,100.0,1
ORDER_0063,BOX_0063_0003,32.64,18.5,23.92,1
ORDER_0063,BOX_0063_0004,53.9,26.64,11.51,1
ORDER_0063,BOX_0063_0005,18.5,23.92,14.54,1
ORDER_0063,BOX_0063_0006,23.92,18.5,20.94,1
ORDER_0063,BOX_0063_0007,12.46,53.9,32.39,1
ORDER_0063,BOX_0063_0008,66.97,10.43,21.79,1
ORDER_0063,BOX_0063_0009,66.97,11.64,21.79,1
ORDER_0063,BOX_0063_0010,23.92,18.5,21.06,1
ORDER_0063,BOX_0063_0011,16.91,46.1,46.02,1
ORDER_0063,BOX_0063_0012,16.91,46.1,53.98,1
ORDER_0063,BOX_0063_0013,24.9,28.82,59.17,1
ORDER_0063,BOX_0063_0014,19.43,24.23,59.17,1
ORDER_0063,BOX_0063_0015,10.44,23.92,10.82,1
ORDER_0063,BOX_0063_0016,8.06,23.92,10.82,1
ORDER_0063,BOX_0063_0017,53.9,20.74,10.15,1
ORDER_0063,BOX_0063_0018,53.9,22.24,20.74,1
ORDER_0063,BOX_0063_0019,17.82,18.68,100.0,1
ORDER_0063,BOX_0063_0020,100.0,14.35,17.82,1
ORDER_0063,BOX_0063_0021,22.96,24.23,29.56,1
ORDER_0063,BOX_0063_0022,22.96,24.23,29.61,1
ORDER_0063,BOX_0063_0023,33.5,66.97,11.49,1
ORDER_0063,BOX_0063_0024,41.75,31.83,21.79,1
ORDER_0063,BOX_0063_0025,31.83,21.79,25.22,1
ORDER_0063,BOX_0063_0026,17.99,66.97,10.8,1
ORDER_0063,BOX_0063_0027,15.51,66.97,10.8,1
ORDER_0063,BOX_0063_0028,27.7,59.17,21.87,1
ORDER_0063,BOX_0063_0029,59.17,34.3,21.87,1
ORDER_0063,BOX_0063_0030,40.33,11.51,26.41,1
ORDER_0063,BOX_0063_0031,40.33,11.51,27.49,1
ORDER_0063,BOX_0063_0032,66.97,31.61,23.25,1
ORDER_0063,BOX_0063_0033,10.25,66.97,31.61,1
ORDER_0063,BOX_0063_0034,27.1,13.1,59.17,1
ORDER_0063,BOX_0063_0035,13.1,19.0,59.17,1
ORDER_0063,BOX_0063_0036,19.61,24.23,38.02,1
ORDER_0063,BOX_0063_0037,19.61,24.23,21.15,1
ORDER_0063,BOX_0063_0038,24.9,6.87,59.17,1
ORDER_0063,BOX_0063_0039,31.9,33.03,36.08,1
ORDER_0063,BOX_0063_0040,36.08,39.62,33.03,1
ORDER_0063,BOX_0063_0041,36.08,33.03,28.48,1
ORDER_0063,BOX_0063_0042,10.41,16.66,59.17,1
ORDER_0063,BOX_0063_0043,10.41,8.24,59.17,1
ORDER_0064,BOX_0064_0000,21.24,39.03,31.5,1
ORDER_0064,BOX_0064_0001,32.58,44.47,100.0,1
ORDER_0064,BOX_0064_0002,44.47,19.29,100.0,1
ORDER_0064,BOX_0064_0003,15.55,21.24,60.97,1
ORDER_0064,BOX_0064_0004,21.24,60.97,15.95,1
ORDER_0064,BOX_0064_0005,100.0,15.52,44.47,1
ORDER_0064,BOX_0064_0006,21.24,37.72,68.5,1
ORDER_0064,BOX_0064_0007,38.0,100.0,20.87,1
ORDER_0064,BOX_0064_0008,62.28,39.67,21.24,1
ORDER_0064,BOX_0064_0009,28.83,62.28,21.24,1
ORDER_0064,BOX_0064_0010,100.0,20.87,21.32,1
ORDER_0064,BOX_0064_0011,40.68,100.0,20.87,1
ORDER_0064,BOX_0064_0012,13.42,56.89,100.0,1
ORDER_0064,BOX_0064_0013,13.42,100.0,43.11,1
ORDER_0064,BOX_0064_0014,44.47,44.88,32.61,1
ORDER_0064,BOX_0064_0015,44.47,55.12,32.61,1
ORDER_0065,BOX_0065_0000,47.59,69.81,37.06,1
ORDER_0065,BOX_0065_0001,12.53,100.0,65.24,1
ORDER_0065,BOX_0065_0002,8.34,100.0,65.24,1
ORDER_0065,BOX_0065_0003,47.59,41.51,31.55,1
ORDER_0065,BOX_0065_0004,100.0,52.41,12.96,1
ORDER_0065,BOX_0065_0005,30.19,20.52,43.18,1
ORDER_0065,BOX_0065_0006,33.94,52.41,21.8,1
ORDER_0065,BOX_0065_0007,66.06,52.41,21.8,1
ORDER_0065,BOX_0065_0008,21.99,28.3,47.59,1
ORDER_0065,BOX_0065_0009,28.3,14.71,47.59,1
ORDER_0065,BOX_0065_0010,28.3,26.24,47.59,1
ORDER_0065,BOX_0065_0011,47.59,41.51,15.23,1
ORDER_0065,BOX_0065_0012,56.82,6.93,30.19,1
ORDER_0065,BOX_0065_0013,56.82,13.51,30.19,1
ORDER_0065,BOX_0065_0014,20.98,65.24,31.54,1
ORDER_0065,BOX_0065_0015,31.54,10.77,65.24,1
ORDER_0065,BOX_0065_0016,65.24,10.13,31.54,1
ORDER_0065,BOX_0065_0017,22.47,31.54,28.51,1
ORDER_0065,BOX_0065_0018,56.82,27.15,13.85,1
ORDER_0065,BOX_0065_0019,56.82,27.15,16.34,1
ORDER_0065,BOX_0065_0020,43.18,30.19,16.61,1
ORDER_0065,BOX_0065_0021,43.18,30.19,10.46,1
ORDER_0065,BOX_0065_0022,31.54,22.47,25.57,1
ORDER_0065,BOX_0065_0023,22.47,31.54,11.16,1
ORDER_0065,BOX_0065_0024,65.24,35.65,10.6,1
ORDER_0065,BOX_0065_0025,35.65,20.94,65.24,1
ORDER_0065,BOX_0065_0026,47.59,17.85,16.16,1
ORDER_0065,BOX_0065_0027,47.59,23.66,16.16,1
ORDER_0066,BOX_0066_0000,34.78,21.52,100.0,1
ORDER_0066,BOX_0066_0001,65.22,100.0,16.89,1
ORDER_0066,BOX_0066_0002,100.0,33.88,18.66,1
ORDER_0066,BOX_0066_0003,34.85,19.88,100.0,1
ORDER_0066,BOX_0066_0004,11.46,69.78,34.85,1
ORDER_0066,BOX_0066_0005,11.46,30.22,34.85,1
ORDER_0066,BOX_0066_0006,16.19,42.6,33.88,1
ORDER_0066,BOX_0066_0007,57.4,33.88,16.19,1
ORDER_0066,BOX_0066_0008,32.31,17.93,100.0,1
ORDER_0066,BOX_0066_0009,15.95,49.38,49.23,1
ORDER_0066,BOX_0066_0010,49.38,15.95,50.77,1
ORDER_0066,BOX_0066_0011,30.22,22.08,100.0,1
ORDER_0066,BOX_0066_0012,30.22,12.7,100.0,1
ORDER_0066,BOX_0066_0013,48.26,24.6,100.0,1
ORDER_0066,BOX_0066_0014,26.02,48.26,100.0,1
ORDER_0066,BOX_0066_0015,34.09,31.45,32.31,1
ORDER_0066,BOX_0066_0016,65.91,31.45,32.31,1
ORDER_0067,BOX_0067_0000,11.32,100.0,37.04,1
ORDER_0067,BOX_0067_0001,5.34,100.0,37.04,1
ORDER_0067,BOX_0067_0002,18.86,37.83,56.49,1
ORDER_0067,BOX_0067_0003,17.36,30.46,100.0,1
ORDER_0067,BOX_0067_0004,62.78,50.68,42.69,1
ORDER_0067,BOX_0067_0005,62.96,20.61,37.22,1
ORDER_0067,BOX_0067_0006,30.07,37.22,62.96,1
ORDER_0067,BOX_0067_0007,38.96,22.62,37.04,1
ORDER_0067,BOX_0067_0008,17.63,22.62,37.04,1
ORDER_0067,BOX_0067_0009,24.42,60.72,48.7,1
ORDER_0067,BOX_0067_0010,30.46,43.69,20.47,1
ORDER_0067,BOX_0067_0011,20.47,30.46,56.31,1
ORDER_0067,BOX_0067_0012,12.62,48.6,60.72,1
ORDER_0067,BOX_0067_0013,60.72,12.62,51.4,1
ORDER_0067,BOX_0067_0014,31.29,24.42,60.72,1
ORDER_0067,BOX_0067_0015,20.01,24.42,60.72,1
ORDER_0067,BOX_0067_0016,22.56,43.41,22.62,1
ORDER_0067,BOX_0067_0017,14.48,22.62,43.41,1
ORDER_0067,BOX_0067_0018,62.78,20.27,16.33,1
ORDER_0067,BOX_0067_0019,62.78,20.27,34.35,1
ORDER_0067,BOX_0067_0020,43.51,13.19,37.83,1
ORDER_0067,BOX_0067_0021,5.67,37.83,43.51,1
ORDER_0067,BOX_0067_0022,25.13,58.06,49.32,1
ORDER_0067,BOX_0067_0023,25.13,49.32,41.94,1
ORDER_0068,BOX_0068_0000,31.46,100.0,20.27,1
ORDER_0068,BOX_0068_0001,5.11,100.0,68.54,1
ORDER_0068,BOX_0068_0002,54.68,45.4,24.53,1
ORDER_0068,BOX_0068_0003,15.08,100.0,30.52,1
ORDER_0068,BOX_0068_0004,6.49,26.85,100.0,1
ORDER_0068,BOX_0068_0005,41.69,100.0,6.49,1
ORDER_0068,BOX_0068_0006,8.42,100.0,54.09,1
ORDER_0068,BOX_0068_0007,54.09,7.59,100.0,1
ORDER_0068,BOX_0068_0008,14.88,32.63,45.32,1
ORDER_0068,BOX_0068_0009,44.13,12.07,30.52,1
ORDER_0068,BOX_0068_0010,30.52,12.07,55.87,1
ORDER_0068,BOX_0068_0011,45.91,11.61,53.28,1
ORDER_0068,BOX_0068_0012,18.32,54.09,32.8,1
ORDER_0068,BOX_0068_0013,14.88,33.91,45.32,1
ORDER_0068,BOX_0068_0014,68.54,50.18,8.67,1
ORDER_0068,BOX_0068_0015,8.67,49.82,68.54,1
ORDER_0068,BOX_0068_0016,17.24,20.64,54.68,1
ORDER_0068,BOX_0068_0017,28.16,20.64,54.68,1
ORDER_0068,BOX_0068_0018,45.4,54.68,6.16,1
ORDER_0068,BOX_0068_0019,45.4,54.68,14.16,1
ORDER_0068,BOX_0068_0020,24.77,54.68,13.35,1
ORDER_0068,BOX_0068_0021,24.6,22.72,53.28,1
ORDER_0068,BOX_0068_0022,22.72,53.28,21.31,1
ORDER_0068,BOX_0068_0023,100.0,16.53,18.17,1
ORDER_0068,BOX_0068_0024,100.0,13.99,18.17,1
ORDER_0068,BOX_0068_0025,67.2,32.03,18.32,1
ORDER_0068,BOX_0068_0026,22.06,18.32,67.2,1
ORDER_0068,BOX_0068_0027,45.91,13.48,46.72,1
ORDER_0068,BOX_0068_0028,20.85,46.72,45.91,1
ORDER_0068,BOX_0068_0029,13.35,54.68,9.92,1
ORDER_0068,BOX_0068_0030,10.71,13.35,54.68,1
ORDER_0068,BOX_0068_0031,34.67,45.4,21.16,1
ORDER_0068,BOX_0068_0032,21.16,20.01,45.4,1
ORDER_0068,BOX_0068_0033,45.32,9.74,33.46,1
ORDER_0068,BOX_0068_0034,45.32,5.14,33.46,1
ORDER_0069,BOX_0069_0000,37.99,28.92,30.77,1
ORDER_0069,BOX_0069_0001,34.99,21.5,47.41,1
ORDER_0069,BOX_0069_0002,37.42,30.77,53.01,1
ORDER_0069,BOX_0069_0003,32.34,34.99,47.39,1
ORDER_0069,BOX_0069_0004,30.8,12.5,68.59,1
ORDER_0069,BOX_0069_0005,30.77,62.58,17.62,1
ORDER_0069,BOX_0069_0006,35.39,62.58,30.77,1
ORDER_0069,BOX_0069_0007,34.99,7.49,69.23,1
ORDER_0069,BOX_0069_0008,47.41,28.17,34.99,1
ORDER_0069,BOX_0069_0009,47.41,19.56,34.99,1
ORDER_0069,BOX_0069_0010,30.8,8.82,68.59,1
ORDER_0069,BOX_0069_0011,30.8,17.11,68.59,1
ORDER_0069,BOX_0069_0012,12.76,16.55,69.23,1
ORDER_0069,BOX_0069_0013,12.76,69.23,18.44,1
ORDER_0069,BOX_0069_0014,40.57,35.22,26.58,1
ORDER_0069,BOX_0069_0015,65.01,42.77,31.41,1
ORDER_0069,BOX_0069_0016,22.28,28.92,30.77,1
ORDER_0069,BOX_0069_0017,39.9,38.43,22.28,1
ORDER_0069,BOX_0069_0018,38.43,39.9,16.15,1
ORDER_0069,BOX_0069_0019,28.69,15.35,38.43,1
ORDER_0069,BOX_0069_0020,28.69,38.43,23.08,1
ORDER_0069,BOX_0069_0021,32.34,6.86,34.99,1
ORDER_0069,BOX_0069_0022,13.21,28.92,30.77,1
ORDER_0069,BOX_0069_0023,31.04,31.41,26.46,1
ORDER_0069,BOX_0069_0024,10.95,28.92,26.52,1
ORDER_0069,BOX_0069_0025,26.52,19.82,28.92,1
ORDER_0069,BOX_0069_0026,10.02,34.99,14.98,1
ORDER_0069,BOX_0069_0027,34.99,22.32,14.98,1
ORDER_0069,BOX_0069_0028,30.77,18.07,35.39,1
ORDER_0069,BOX_0069_0029,18.92,26.46,31.41,1
ORDER_0069,BOX_0069_0030,15.95,18.07,41.76,1
ORDER_0069,BOX_0069_0031,41.76,18.07,14.82,1
ORDER_0069,BOX_0069_0032,18.07,22.85,17.88,1
ORDER_0069,BOX_0069_0033,12.89,18.07,22.85,1
ORDER_0069,BOX_0069_0034,69.23,33.37,14.08,1
ORDER_0069,BOX_0069_0035,33.37,69.23,12.5,1
ORDER_0069,BOX_0069_0036,35.22,28.66,14.41,1
ORDER_0069,BOX_0069_0037,28.66,35.22,4.13,1
ORDER_0069,BOX_0069_0038,35.22,28.66,8.04,1
ORDER_0069,BOX_0069_0039,15.05,26.46,17.18,1
ORDER_0069,BOX_0069_0040,15.05,26.46,14.23,1
ORDER_0070,BOX_0070_0000,41.86,21.32,27.57,1
ORDER_0070,BOX_0070_0001,21.32,33.95,14.97,1
ORDER_0070,BOX_0070_0002,21.32,33.95,26.89,1
ORDER_0070,BOX_0070_0003,35.99,30.72,44.11,1
ORDER_0070,BOX_0070_0004,32.27,47.77,27.42,1
ORDER_0070,BOX_0070_0005,34.16,21.85,30.72,1
ORDER_0070,BOX_0070_0006,64.08,18.07,24.23,1
ORDER_0070,BOX_0070_0007,24.23,64.08,23.79,1
ORDER_0070,BOX_0070_0008,56.45,18.13,30.72,1
ORDER_0070,BOX_0070_0009,37.76,56.45,30.72,1
ORDER_0070,BOX_0070_0010,61.52,42.76,16.9,1
ORDER_0070,BOX_0070_0011,67.73,30.17,27.42,1
ORDER_0070,BOX_0070_0012,24.81,41.86,14.25,1
ORDER_0070,BOX_0070_0013,41.86,14.25,39.27,1
ORDER_0070,BOX_0070_0014,21.7,30.72,60.93,1
ORDER_0070,BOX_0070_0015,39.07,30.72,21.7,1
ORDER_0070,BOX_0070_0016,35.92,64.41,26.24,1
ORDER_0070,BOX_0070_0017,35.92,26.24,35.59,1
ORDER_0070,BOX_0070_0018,16.86,52.23,32.27,1
ORDER_0070,BOX_0070_0019,52.23,32.27,10.56,1
ORDER_0070,BOX_0070_0020,14.87,21.85,65.84,1
ORDER_0070,BOX_0070_0021,65.84,21.85,15.85,1
ORDER_0070,BOX_0070_0022,38.66,67.73,27.42,1
ORDER_0070,BOX_0070_0023,20.46,17.32,44.11,1
ORDER_0070,BOX_0070_0024,13.4,44.11,20.46,1
ORDER_0070,BOX_0070_0025,48.67,15.62,35.92,1
ORDER_0070,BOX_0070_0026,15.62,35.92,51.33,1
ORDER_0070,BOX_0070_0027,22.81,31.17,27.42,1
ORDER_0070,BOX_0070_0028,26.29,24.96,42.76,1
ORDER_0070,BOX_0070_0029,42.76,24.96,13.83,1
ORDER_0070,BOX_0070_0030,24.96,21.4,42.76,1
ORDER_0070,BOX_0070_0031,44.92,31.17,9.47,1
ORDER_0070,BOX_0070_0032,44.92,17.95,31.17,1
ORDER_0071,BOX_0071_0000,11.25,31.87,30.74,1
ORDER_0071,BOX_0071_0001,24.02,31.87,31.11,1
ORDER_0071,BOX_0071_0002,68.89,31.87,14.71,1
ORDER_0071,BOX_0071_0003,31.87,68.89,9.31,1
ORDER_0071,BOX_0071_0004,10.61,38.0,44.35,1
ORDER_0071,BOX_0071_0005,100.0,14.41,21.51,1
ORDER_0071,BOX_0071_0006,45.83,23.67,35.27,1
ORDER_0071,BOX_0071_0007,20.22,23.67,35.27,1
ORDER_0071,BOX_0071_0008,17.22,38.0,8.68,1
ORDER_0071,BOX_0071_0009,38.0,27.13,8.68,1
ORDER_0071,BOX_0071_0010,34.55,19.29,44.35,1
ORDER_0071,BOX_0071_0011,27.45,19.29,44.35,1
ORDER_0071,BOX_0071_0012,22.74,21.51,100.0,1
ORDER_0071,BOX_0071_0013,33.23,21.51,100.0,1
ORDER_0071,BOX_0071_0014,55.65,19.29,44.13,1
ORDER_0071,BOX_0071_0015,44.46,52.78,14.07,1
ORDER_0071,BOX_0071_0016,59.94,23.93,28.65,1
ORDER_0071,BOX_0071_0017,49.45,19.72,23.93,1
ORDER_0071,BOX_0071_0018,23.93,20.34,49.45,1
ORDER_0071,BOX_0071_0019,29.62,10.03,100.0,1
ORDER_0071,BOX_0071_0020,11.48,29.62,100.0,1
ORDER_0071,BOX_0071_0021,21.2,44.46,36.06,1
ORDER_0071,BOX_0071_0022,21.2,44.46,16.72,1
ORDER_0071,BOX_0071_0023,59.94,20.8,13.94,1
ORDER_0071,BOX_0071_0024,13.09,33.95,23.67,1
ORDER_0071,BOX_0071_0025,33.95,22.18,23.67,1
ORDER_0071,BOX_0071_0026,11.25,31.87,25.38,1
ORDER_0071,BOX_0071_0027,11.25,43.88,31.87,1
ORDER_0071,BOX_0071_0028,23.93,9.71,48.9,1
ORDER_0071,BOX_0071_0029,18.68,47.22,44.46,1
ORDER_0071,BOX_0071_0030,47.22,44.46,16.59,1
ORDER_0071,BOX_0071_0031,55.65,19.29,31.73,1
ORDER_0071,BOX_0071_0032,55.65,19.29,24.14,1
ORDER_0071,BOX_0071_0033,14.78,26.13,100.0,1
ORDER_0071,BOX_0071_0034,26.13,100.0,9.15,1
ORDER_0071,BOX_0071_0035,23.93,14.71,25.18,1
ORDER_0071,BOX_0071_0036,14.71,23.93,23.72,1
ORDER_0071,BOX_0071_0037,9.99,28.78,20.8,1
ORDER_0071,BOX_0071_0038,9.99,31.16,20.8,1
ORDER_0071,BOX_0071_0039,24.42,23.93,26.7,1
ORDER_0071,BOX_0071_0040,24.42,23.93,24.4,1
ORDER_0072,BOX_0072_0000,19.77,38.72,52.45,1
ORDER_0072,BOX_0072_0001,47.55,62.46,21.07,1
ORDER_0072,BOX_0072_0002,38.72,16.89,42.69,1
ORDER_0072,BOX_0072_0003,52.45,62.46,22.59,1
ORDER_0072,BOX_0072_0004,62.46,19.18,23.49,1
ORDER_0072,BOX_0072_0005,19.18,24.06,42.23,1
ORDER_0072,BOX_0072_0006,20.23,19.18,24.06,1
ORDER_0072,BOX_0072_0007,12.95,62.46,30.81,1
ORDER_0072,BOX_0072_0008,12.95,62.46,16.74,1
ORDER_0072,BOX_0072_0009,32.94,62.46,20.18,1
ORDER_0072,BOX_0072_0010,19.51,62.46,20.18,1
ORDER_0072,BOX_0072_0011,28.9,33.79,47.55,1
ORDER_0072,BOX_0072_0012,28.9,28.67,47.55,1
ORDER_0072,BOX_0072_0013,42.09,37.54,48.77,1
ORDER_0072,BOX_0072_0014,48.77,57.91,23.98,1
ORDER_0072,BOX_0072_0015,57.91,13.56,48.77,1
ORDER_0072,BOX_0072_0016,41.47,51.23,37.54,1
ORDER_0072,BOX_0072_0017,24.22,51.23,22.83,1
ORDER_0072,BOX_0072_0018,24.22,51.23,14.71,1
